rule_id,title,text
Rule 2,519 30,"519 30

3. 519 16.1
4. >225 519 13.4
C. Test method shall be as specified in SAE J 1088. Measurement mode shall be D1
cycle specified under ISO 8178 (Weighting Factor of 0.3 for 100 % load, 0.5 for 75%
load and 0.2 for 50% load).
D. Following organizations shall test and certify the generator sets :-
1[(i) Automotive Research Association of India, Pune.
(ii) Indian Institute of Petroleum, Dehradun.
(iii) Indian Oil Corporation, R&D Centre, Faridabad.
(iv)]Vehicle Research Development Establishment, Ahmedbagar.
2[(v)International Centre for Automotive Technology, Manesar (Haryana)]
These organizations shall submit the testing and certification details to the Central
Pollution Control Board, annually. The Central Pollution Control Board may send the
experts in the field to oversee the testing.
89 . NOISE STANDARDS FOR FIRE-CRACKERS
A. (i) The manufacture, sale or of fire-crackers generating noise level exceeding
125 dB(AI) of 145dB(C) at 4 metres distance from the point of bursting shall
be prohibited.
(ii) For individual fire-cracker constituting the series (joined fire-crackers), the
above mentioned limit be reduced by 5 log (N) dB, where N= number of
10
crackers joined together.
1
Renumbered as (i), (ii), (iii) and (iv) respectively by Rule 2(a) of the Environment (Protection) Second Amendment
Rules, 2008 notified by G.S.R.280(E), dated 11.4.2008.
2
Inserted by Rule 2(a), ibid.
The Environment (Protection) Rules, 1986 493
B. The broad requirements for measurement of noise from fire-crackers shall be-
(i) The measurements shall be made on hard concrete surface of minimum 5
metre diameter or equivalet.
(ii) The measurements shall be made in free field conditions i.e., there shall not
be any reflecting surface upto 15 metre distance from the point of bursting.
(iii) The measurement shall be made with an approved sound level metre.
C. The Department of Explosive shall ensure implementation of these standards.
1[D. The fire crackers for the purpose of export shall be exempted from the sub-
paragraphs A, B and C above subject to the compliance of the following
conditions, namely :-
(i) the manufacturer shall have an export order;
(ii) the fire crackers shall conform to the level prescribed in the country to
which it is exported;
(iii) they shall have a different packing colour code, and
(iv)
.]
Note : dB(A1) : A-weighted impulse sound pressure level in decibel.
dB(C) : C weighted peak sound pressure level in decibel.]
pk
Footnote : The Principal Rules were published in the Gazette of India vide Notification
No.S.O.844 (E), dated the19th November, 1986 and subsequently amended vide :
(1) S.O.82(E), dt. 16thFebruary, 1987 (13) S.O.136(E),dt.9thFebruary, 1990
(2) S.O393 (E), dt 16thApril, 1987; (14) G.S.R.742(E),dt.13thAugust, 1990
(3) S.O.443(E),dt 18thApril, 1987 (15) S.O.23(E),dt.16thJanuary, 1991
(4) S.O.64(E),dt. 18thJanuary, 1988 (16) S.O.80(E),dt. 8thFebruary, 1991
(5) G.S.R.919(E),dt.12thSept., 1988 (17) S.O.114(E),dt.19thFebruary,1991
(6) S.O.8(E),dt. 3rdJanuary 1989 (18) G.S.R.85(E),dt.20thFebruary, 1991
(7) G.SR.913(E),dt. 24thOctober 1989 (19) G.S.R.93(E),dt 21hFebruary, 1991
(8) S.O.914(E),dt. 24thOctober, 1989 (20) S.O.190(E),dt.18thMarch, 1991
(9) G.S.R.931(E),dt.27thOctober, 1989 (21) S.O.416(E),dt. 20thJune, 1991
(10) G.S.R.103(E),dt. 25thDec.,1989 (22) S.O.479(E), dt. 25thJuly, 1991
(11) S.O.12(E),dt. 8thJanuary, 1999 (23) S.O.23(E),dt 9thJanuary, 1992
(12) G.S.R.54(E),dt.5thFebruary, 1990
1
Inserted sub paragraph D by Rule 2(ii) of the Environment (Protection) Second Amendment Rules, 2006 notified by
G.S.R.640(E), dated 16.10.2006.
494 The Environment (Protection) Rules, 1986
1[90. STANDARDS FOR COAL MINES"
Rule 1,AIR QUALITY STANDARDS,"AIR QUALITY STANDARDS

The Suspended Particulate Matter (SPM), Respirable Particulate Matter (RPM), Sulphur
dioxide (SO ) and Oxides of Nitrogen (NOx) concentration in downwind direction
2
considering predominant wind direction, at a distance of 500 metres from the following
dust generating sources shall not exceed the standards specified in the Tables I, II and III
given below:
Dust Generating Sources
Loading or unloading, Haul road, coal transportation road, Coal handling plant (CHP),
Railway sliding, Blasting, Drilling, Overburden dumps, or any other dust generating
external sources like coke ovens (hard as well as soft), briquette industry, nearby road
etc.
Table-I
Category Pollutant Time Concentration Method of
weighted in Ambient Measurement
average Air
1 2 3 4 5
I Suspended Annual 360 µg/m3 -High Volume Sampling
New Coal Particulate Average * (Averageflow rate not
Mines (Coal Matter less than 1.1 m3/min)
Mines (SPM) 24 hours ** 500 µg/m3
commenced
operation Respirable Annual 180 µg/m3 Respirable Particulate
after the date Particulate Average * Matter sampling and
of Matter analysis
publication (size less 24 hours ** 250 µg/m3
of this than 10
notification) µm) (RPM)
Sulphur Annual 80 µg/m3 -Improved west and Gaeke
Dioxide Average * method
(SO )
2 -Ultraviolet fluorescene
24 hours ** 120 µg/m3
Oxide of Annual 80 µg/m3 -Jacob & Hochheiser
Nitrogen as Average * Modified (Na-Arsenic)
NO Method
2
24 hours ** 120 µg/m3
-Gas phase
Chemiluminescence
1
Serial No.90 to 93 and entries relating thereto were inserted by Rule 2(1) of the Environment (Protection)
Amendment Rules, 2000 notified vide notification G.S.R. 742(E), dated 25.9.2000.
The Environment (Protection) Rules, 1986 495
Table-II
Category Pollutant Time Concentration Method of
weighted in Ambient Measurement
average Air
1 2 3 4 5
II Suspended Annual 430 µg/m3 -High Volume
Particulate Average * Sampling
Existing coal Matter (Average flow rate
fields/mines (SPM) 24 hours ** 600 µg/m3 not less than 1.1
given below:
m3/minute)
Karanpura, Respirable Annual 215 µg/m3 Respirable
Ramgarh, Particulate Average * Particulate Matter
Giridih, Matter sampling and
Rajhara, (size less 24 hours ** 300 µg/m3 analysis
Wardha, than 10
Nagpur, µm)
Silewara, Pench (RPM)
Kanhan,
Patharkhera, Sulphur Annual 80 µg/m3 1.Improved west and
Dioxide Average * Gaeke method
(SO ) 2.Ultraviolet
Umrer, Korba, 2
Chirimiri, 24 hours ** 120 µg/m3 fluorescene
Central India
Coalfields,
(including Oxide of Annual 80 µg/m3 1.Jacob &
Baikunthpur, Nitrogen as Average * Hochheiser
Bisrampur), NO 2 Modified (Na-
Singrauli, Ib 24 hours ** 120 µg/m3 Arsenic) Method
Valley, 2.Gas phase
Talcher, Chemilumine-
Godavary scence
Valley and any
other
496 The Environment (Protection) Rules, 1986
Table-III
Category Pollutant Time Concentration Method of
weighted in Ambient Measurement
average Air
1 2 3 4 5
III Suspended Annual 500 µg/m3 -High Volume
Particulate Average Sampling
Coal mines located Matter * (Average flow
in the coal fields of (SPM) 700 µg/m3 rate not less
Jharia 24hours than 1.1
Raniganj ** m3/minute)
Bokaro
Respirable Annual 250 µg/m3 Respirable
Particulate Average Particulate Matter
Matter * samplingand
(size less 300 µg/m3 analysis
than 10 24 hours
µm) **
(RPM)
Sulphur Annual 80 µg/m3 1.Improved west
Dioxide Average and Gaeke
(SO ) * method
2
120 µg/m3
2.Ultraviolet
24 hours
fluorescene
**
Oxide of Annual 80 µg/m3 1.Jacob &
Nitrogen Average Hochheiser
as NO * Modified (Na-
2
120 µg/m3 Arsenic)
24 hours Method
** 2.Gas phase
Chemilumine-
scence
Note:
* Annual Arithmetic mean for the measurements taken in a year, following the
guidelines for frequency of sampling laid down in clause 2.
** 24 hourly / 8 hourly values shall be met 92% of the time in a year. However, 8%
of the time it may exceed but not on two consecutive days.
The Environment (Protection) Rules, 1986 497
Unauthorised construction shall not be taken as a reference of nearest residential
or commercial place for monitoring.
In case any residential or commercial or industrial place falls within 500 metres of any
dust generating sources, the National Ambient Air Quality Standards notified under
schedule VII shall be applicable."
Rule 2,FREQUENCY OF SAMPLING,"FREQUENCY OF SAMPLING

Air quality monitoring at a frequency of once in a fortnight at the dust generating
sources given in clause 1 shall be carried out.
As a result of monthly monitoring, if it is found that the value of the pollutant is
less than 50% of the specified standards for three consecutive months, then the
sampling frequency may be shifted to two days in a quarter year (3 months).
In case, the value has exceeded the specified standards, the air quality sampling
shall be done twice a week. If the results of four consecutive weeks indicate that
the concentration of pollutants is within the specified standards, then fortnight
monitoring may be reverted to."
Rule 3,EFFLUENT STANDARDS,"EFFLUENT STANDARDS

The standards for effluent discharge into sewer or stream or land, are given below:
pH 5.5 to 9.0
Chemical Oxygen Demand (COD) 250 mg/l
Total Suspended Solids (TSS) 100 mg/l
200 mg/l (Land for irrigation)
Oil & Grease (O & G) 10 mg/l
(Monitoring frequency of these parameters shall be once in a fortnight)
Optional parameters : All other parameters indicated in the general standards
for discharge of environment pollutants under Schedule
VI, shall be in addition to the effluent standards
specified under clause 3. (Monitoring frequency shall be
once in a year for the optional parameters)"
Rule 4,NOISE LEVEL STANDARDS,"NOISE LEVEL STANDARDS

6.00 AM 10.00 PM 10.00 PM 6.00 AM
Noise level Leq 75 dB(A) Leq 70 dB(A)
(Monitoring frequency for noise level shall be once in a fortnight)
Occupational exposure limit of noise specified by Director General of Mines Safety
(DGMS) shall be complied with by the local mines.
498 The Environment (Protection) Rules, 1986"
Rule 91,NOISE LIMIT FOR GENERATOR SETS RUN WITH PETROL OR,"NOISE LIMIT FOR GENERATOR SETS RUN WITH PETROL OR

KEROSENE"
Rule 1,Noise limit,"Noise limit

Noise limit for new generator sets run with petrol or kerosene shall be as given below:
Noise Limit from
1[September 1, 2002] 2[September1, 2003]
Sound Power level Lwa 90 dBA 86 dBA"
Rule 2,Applicability,"Applicability

These rules shall apply to all new generator sets using petrol or kerosene as fuel,
manufactured in or imported into India:
Provided that these rules shall not apply to:
a) any genset manufactured or imported for the purpose of exports outside India, or
b) the genset is intended for the purpose of sample only and not for sale in India."
Rule 3,Requirement of certification,"Requirement of certification

Every manufacturer or importer (hereinafter referred to as ""supplier) of genset
(hereinafter referred to as ""product"") to which these rules apply must have a valid
certificate of type approval for all the product models being manufactured or imported
after the specified dates."
Rule 4,Verification of conformity of production (COP),"Verification of conformity of production (COP)

Every supplier shall subject its products to the verification for conformity of production,
by certification body specified in clause 8, every year."
Rule 5,Sale of generator sets not complying with these rules,"Sale of generator sets not complying with these rules

The sale of product model, not having valid type approval certificate, or not complying
with the noise limits, as determined by the verification for conformity of production, shall
be prohibited, in India.
1
Substituted by Rule 2 of the Environment (Protection) Amendment Rules, 2001 published vide Notification
2
Substituted by Rule 2 of the Environment (Protection) Amendment Rules, 2001 published vide Notification
The Environment (Protection) Rules, 1986 499"
Rule 6,Requirement of conformance labelling,"Requirement of conformance labelling

6(1)
meeting the following requirements:
a) the label shall be durable and legible
b) the label shall be affixed on a part necessary for normal operation of the
6(2) The conformance label must contain the following information:
a) name & address of the supplier (if the address is described in the owners
manual, it may not be included in the label)
b) statement that ""this product conforms to the Environment (Protection)
Rules, 1986
c) type approval certificate number and time phase (i.e. Sept 2001 or Sept
2002)"
Rule 7,Nodal agency,"Nodal agency

(1) The Central Pollution Control Board shall be the nodal agency for
implementation of these rules.
(2) In case of any dispute or difficulty in implementation of these rules the matter
shall be referred to the nodal agency.
(3) The nodal agency shall constitute a Standing Committee to advise it on all
matters; including the disputed matters, related to the implementation of these
rules."
Rule 8,Certification body,"Certification body

The following agencies are authorised for type approval and for verification of
conformity of production.
(1) Automative Research Association of India, Pune;
(2) National Physical Laboratory, New Delhi;
(3) Naval Science & Technology Laboratory, Visakhapatnam;
(4) Fluid Control Research Institute, Palghat; and
(5) National Aerospace Laboratory, Bangalore."
Rule 9,Compliance and testing procedure,"Compliance and testing procedure

The compliance and testing procedure shall be prepared and published by Central
Pollution Control Board, with the help of the certification agencies.
500 The Environment (Protection) Rules, 1986"
Rule 92,STANDARDS FOR EFFLUENTS FROM TEXTILE INDUSTRY,"STANDARDS FOR EFFLUENTS FROM TEXTILE INDUSTRY

Parameter Concentration not to exceed, milligram
per litre (mg/l), except pH
pH 5.5 9.0
Total suspended solids 100
Bio-chemical oxygen demand (BOD) 30
Chemical oxygen demand (COD) 250
Total residual chlorine 1
Oil and grease 10
Total chromium as Cr 2
Sulphide as S 2
Phenolic compounds as C H OH 1
6 5
Note:"
Rule 1,Where the treated effluent is discharged into municipal sewer leading to terminal,"Where the treated effluent is discharged into municipal sewer leading to terminal

treatment plant, the BOD may be relaxed to 100 mg/l and COD to 400 mg/l"
Rule 2,"The quantity of effluent (litre per kilogram of product) shall not exceed 100, 250 and","The quantity of effluent (litre per kilogram of product) shall not exceed 100, 250 and

80 in composite cotton textile industry, composite woolen textile industry and textile
processing industry, respectively."
Rule 93,PRIMARY WATER QUALITY CRITERIA FOR BATHING WATER,"PRIMARY WATER QUALITY CRITERIA FOR BATHING WATER

In a water body or its part, water is subjected to several types of uses. Depending on the
types of uses and activities, water quality criteria have been specified to determine its
suitability for a particular purpose. Among the various types of users there is one use that
demands highest level of water quality or purity and that is termed as ""Designated Best
Use"" in that stretch of water body. Based on this, water quality requirements have been
specified for different uses in terms of primary water quality criteria. The primary water
quality criteria for bathing water are specified along with the rationale in Table 1.
The Environment (Protection) Rules, 1986 501
Table 1
PRIMARY WATER QUALITY CRITERIA FOR BATHING WATER
(Water used for organised outdoor bathing)
CRITERIA RATIONALE
1.Fecal Coliform 500 (desirable) To ensure low sewage contamination Fecal
MPN/100 ml: 2500 (Maximum coliform and fecal streptococci are considered as
Permissible) they reflect the bacterial pathogenicity.
The desirable and permissible limits are
2.Fecal Streptococci 100 (desirable)
suggested to allow for fluctuation in
MPN/100 ml: 500 (Maximum
environmental conditions such as seasonal
Permissible)
change, changes in flow conditions etc.
2. pH: Between 6.5 8.5 The range provides protection to the skin and
delicate organs like eyes, nose, ears etc. which
are directly exposed during outdoor bathing.
3.Dissolved Oxygen: 5 mg/l or more The minimum dissolved oxygen concentration
of 5 mg/l ensures reasonable freedom from
oxygen consuming organic pollution
immediately upstream which is necessary for
preventing production of anaerobic gases
(obnoxious gases) from sediment.
4.Biochemical Oxygen 3 mg/l or less The Biochemical Oxygen Demand of 3 mg/l or
Demand 3 day, 270C: less of the water ensures reasonable freedom
from oxygen demanding pollutants and prevent
production of obnoxious gases.]
1[94. NOISE LIMIT FOR GENERATOR SETS RUN WITH DIESEL"
